Start Time,End Time,Product,Count,Hours,Cost,Currency,Username,Hostname,Project,Session ID,Session Status,External IP,Version
2025-11-30 22:37:12,2025-11-30 22:41:11,Ansys BladeModeler,1,0.07,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5a918d9-0797-4229-bd0d-789412c2e2ab,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:37:09,2025-11-30 22:41:13,Ansys Discovery Enterprise,1,0.07,1.2,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5a918d9-0797-4229-bd0d-789412c2e2ab,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:42:21,2025-11-30 22:42:29,Ansys BladeModeler,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5a918d9-0797-4229-bd0d-789412c2e2ab,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:41:51,2025-11-30 22:44:31,Ansys CFD PrepPost,1,0.04,0.6,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5a918d9-0797-4229-bd0d-789412c2e2ab,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:42:18,2025-11-30 22:42:29,Ansys Discovery Enterprise,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5a918d9-0797-4229-bd0d-789412c2e2ab,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:44:39,2025-11-30 22:48:05,Ansys Discovery Enterprise,1,0.06,1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5a918d9-0797-4229-bd0d-789412c2e2ab,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:44:42,2025-11-30 22:48:03,Ansys BladeModeler,1,0.06,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5a918d9-0797-4229-bd0d-789412c2e2ab,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:50:23,2025-11-30 22:50:33,Ansys Geometry Interface for SolidWorks,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 00:30:37,2025-12-01 00:30:54,Ansys BladeModeler,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:58:04,2025-11-30 22:58:15,Ansys Discovery Enterprise,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:50:11,2025-11-30 22:57:07,Ansys BladeModeler,1,0.12,0.2,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 00:30:34,2025-12-01 00:30:54,Ansys Discovery Enterprise,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:58:07,2025-11-30 22:58:15,Ansys BladeModeler,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:50:09,2025-11-30 22:57:09,Ansys Discovery Enterprise,1,0.12,2.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:57:33,2025-11-30 23:25:46,Ansys CFD PrepPost,1,0.47,6.6,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 00:36:02,2025-12-01 00:39:52,Ansys CFD PrepPost,1,0.06,0.9,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 00:40:35,2025-12-01 00:53:02,Ansys CFD PrepPost,1,0.21,2.9,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 00:34:13,2025-12-01 00:34:37,Ansys CFD PrepPost,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 00:57:55,2025-12-01 00:58:20,Ansys Mechanical Enterprise Solver,1,0.01,0.2,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 01:07:11,2025-12-01 01:07:39,Ansys Mechanical Enterprise Solver,1,0.01,0.2,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 00:54:18,2025-12-01 00:54:52,Ansys Mechanical Enterprise Solver,1,0.01,0.3,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 01:00:27,2025-12-01 01:08:52,Ansys CFD Enterprise Solver,1,0.14,3.9,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 23:25:34,2025-11-30 23:25:39,Ansys CFD Enterprise Solver,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 23:25:49,2025-12-01 00:29:04,Ansys CFD Enterprise Solver,1,1.05,29.5,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 01:11:52,2025-12-01 01:20:03,Ansys Mechanical Enterprise PrepPost,1,0.14,1.9,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 00:30:18,2025-12-01 01:09:21,Ansys Mechanical Enterprise PrepPost,1,0.65,9.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 01:09:35,2025-12-01 01:11:35,Ansys Mechanical Enterprise PrepPost,1,0.03,0.5,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,63981076-3368-4439-b6db-ea1bc33a925f,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-12-01 10:01:54,2025-12-01 10:02:01,Ansys Discovery Enterprise,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,74ee0f83-42b5-4654-a0bd-2478c3e54f33,COMPLETED,"75.101.125.194,136.226.6.174",22.2
2025-12-01 10:03:43,2025-12-01 10:03:55,Ansys Discovery Enterprise,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,74ee0f83-42b5-4654-a0bd-2478c3e54f33,COMPLETED,"75.101.125.194,136.226.6.174",22.2
2025-12-01 10:03:46,2025-12-01 10:03:55,Ansys BladeModeler,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,74ee0f83-42b5-4654-a0bd-2478c3e54f33,COMPLETED,"75.101.125.194,136.226.6.174",22.2
2025-12-01 10:01:57,2025-12-01 10:02:01,Ansys BladeModeler,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,74ee0f83-42b5-4654-a0bd-2478c3e54f33,COMPLETED,"75.101.125.194,136.226.6.174",22.2
2025-12-01 10:03:01,2025-12-01 10:10:15,Ansys CFD PrepPost,1,0.12,1.7,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,74ee0f83-42b5-4654-a0bd-2478c3e54f33,COMPLETED,"75.101.125.194,136.226.6.174",22.2
2025-12-01 11:24:03,2025-12-01 11:26:24,Ansys CFD Enterprise Solver,1,0.04,1.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,74ee0f83-42b5-4654-a0bd-2478c3e54f33,COMPLETED,"75.101.125.194,136.226.6.174",22.2
2025-12-01 10:10:18,2025-12-01 10:54:10,Ansys CFD Enterprise Solver,1,0.73,20.5,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,74ee0f83-42b5-4654-a0bd-2478c3e54f33,COMPLETED,"75.101.125.194,136.226.6.174",22.2
2025-12-01 11:30:08,2025-12-01 13:48:17,Ansys CFD Enterprise Solver,1,2.3,64.5,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,74ee0f83-42b5-4654-a0bd-2478c3e54f33,COMPLETED,"75.101.125.194,136.226.6.174",22.2
2025-12-01 10:10:05,2025-12-01 10:10:10,Ansys CFD Enterprise Solver,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,74ee0f83-42b5-4654-a0bd-2478c3e54f33,COMPLETED,"75.101.125.194,136.226.6.174",22.2
2025-12-01 19:37:40,2025-12-01 20:01:26,Ansys CFD Enterprise Solver,1,0.4,11.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,99a326c3-797d-4cbb-b9f1-f3a64694528d,COMPLETED,"75.101.125.194,136.226.6.174",22.2
