Start Time,End Time,Product,Count,Hours,Cost,Currency,Username,Hostname,Project,Session ID,Session Status,External IP,Version
2025-11-30 22:32:24,2025-11-30 22:33:51,Ansys BladeModeler,1,0.02,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5cd780b-ef8a-4c30-9563-1c1d5fae750d,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 21:54:22,2025-11-30 21:54:31,Ansys BladeModeler,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5cd780b-ef8a-4c30-9563-1c1d5fae750d,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 21:18:31,2025-11-30 21:47:52,Ansys CFD PrepPost,1,0.49,6.8,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5cd780b-ef8a-4c30-9563-1c1d5fae750d,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 20:09:11,2025-11-30 20:20:16,Ansys CFD PrepPost,1,0.18,2.6,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5cd780b-ef8a-4c30-9563-1c1d5fae750d,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:13:28,2025-11-30 22:19:55,Ansys CFD PrepPost,1,0.11,1.5,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5cd780b-ef8a-4c30-9563-1c1d5fae750d,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 21:48:25,2025-11-30 22:12:58,Ansys CFD PrepPost,1,0.41,5.7,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5cd780b-ef8a-4c30-9563-1c1d5fae750d,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:20:28,2025-11-30 22:27:01,Ansys CFD PrepPost,1,0.11,1.5,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5cd780b-ef8a-4c30-9563-1c1d5fae750d,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:29:08,2025-11-30 22:31:25,Ansys CFD PrepPost,1,0.04,0.5,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5cd780b-ef8a-4c30-9563-1c1d5fae750d,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:28:07,2025-11-30 22:28:33,Ansys CFD PrepPost,1,0.01,0.1,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5cd780b-ef8a-4c30-9563-1c1d5fae750d,COMPLETED,"98.210.102.215,136.226.6.56",22.2
2025-11-30 22:34:24,2025-11-30 22:36:19,Ansys CFD PrepPost,1,0.03,0.4,AEC,sgutteridge,SGutteridge-LT.corp.arete.com,,a5cd780b-ef8a-4c30-9563-1c1d5fae750d,COMPLETED,"98.210.102.215,136.226.6.56",22.2
